"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"31/12/2024","16,700","16,800","16,800","16,600","99.02K","0.00%"
"30/12/2024","16,700","16,500","16,900","16,500","146.23K","0.00%"
"27/12/2024","16,700","17,000","17,000","16,500","338.24K","-0.60%"
"26/12/2024","16,800","17,200","17,300","16,700","554.64K","-2.33%"
"25/12/2024","17,200","17,400","17,500","17,000","592.93K","0.00%"
"24/12/2024","17,200","17,000","17,700","17,000","824.65K","1.18%"
"23/12/2024","17,000","17,300","17,600","16,900","404.82K","-1.16%"
"20/12/2024","17,200","16,800","17,600","16,700","968.32K","2.38%"
"19/12/2024","16,800","16,100","17,000","15,900","548.97K","3.07%"
"18/12/2024","16,300","16,200","16,400","16,200","129.06K","-0.61%"
"17/12/2024","16,400","16,600","16,600","16,300","225.96K","-0.61%"
"16/12/2024","16,500","16,100","17,000","16,000","685.05K","2.48%"
"13/12/2024","16,100","16,000","16,100","15,900","94.19K","0.00%"
"12/12/2024","16,100","16,200","16,300","15,900","205.01K","-0.62%"
"11/12/2024","16,200","16,600","16,600","16,000","247.23K","-1.22%"
"10/12/2024","16,400","15,800","16,600","15,800","519.91K","3.80%"
"09/12/2024","15,800","15,800","15,900","15,600","141.31K","0.64%"
"06/12/2024","15,700","15,900","16,000","15,700","142.01K","-1.26%"
"05/12/2024","15,900","15,900","16,100","15,900","97.80K","0.00%"
"04/12/2024","15,900","15,700","16,200","15,600","251.51K","1.27%"
"03/12/2024","15,700","15,500","15,800","15,400","112.73K","1.29%"
"02/12/2024","15,500","15,600","15,800","15,500","52.70K","0.00%"
"29/11/2024","15,500","15,400","15,800","15,400","58.50K","0.65%"
"28/11/2024","15,400","15,600","15,700","15,400","74.02K","-0.65%"
"27/11/2024","15,500","15,500","15,700","15,500","37.70K","-0.64%"
"26/11/2024","15,600","15,600","15,800","15,600","43.68K","0.00%"
"25/11/2024","15,600","15,400","15,600","15,400","39.80K","1.30%"
"22/11/2024","15,400","15,600","15,600","15,300","48.61K","-1.28%"
"21/11/2024","15,600","15,600","15,600","15,400","9.30K","0.00%"
"20/11/2024","15,600","15,400","15,600","15,400","39.80K","1.30%"
"19/11/2024","15,400","15,500","15,700","15,300","307.20K","0.00%"
"18/11/2024","15,400","15,200","15,600","15,200","46.00K","-0.65%"
"15/11/2024","15,500","15,800","15,800","15,300","123.90K","-1.90%"
"14/11/2024","15,800","16,000","16,000","15,600","55.01K","-1.25%"
"13/11/2024","16,000","16,100","16,200","15,800","131.34K","-0.62%"
"12/11/2024","16,100","16,200","16,600","16,100","119.16K","-0.62%"
"11/11/2024","16,200","15,600","16,200","15,600","279.76K","3.85%"
"08/11/2024","15,600","15,900","15,900","15,500","32.70K","-1.27%"
"07/11/2024","15,800","15,900","16,000","15,700","60.62K","0.00%"
"06/11/2024","15,800","15,600","16,000","15,500","88.07K","2.60%"
"05/11/2024","15,400","15,300","15,600","15,300","60.56K","0.00%"
"04/11/2024","15,400","15,400","15,600","15,300","32.10K","0.00%"
"01/11/2024","15,400","15,500","15,500","15,300","27.57K","-0.65%"
"31/10/2024","15,500","15,700","15,700","15,400","34.90K","-1.27%"
"30/10/2024","15,700","15,300","16,000","15,300","195.57K","3.29%"
"29/10/2024","15,200","15,200","15,300","15,200","37.00K","0.66%"
"28/10/2024","15,100","15,100","15,300","15,100","42.31K","0.00%"
"25/10/2024","15,100","15,000","15,200","15,000","22.75K","0.00%"
"24/10/2024","15,100","15,200","15,200","15,100","17.71K","-0.66%"
"23/10/2024","15,200","15,000","15,200","15,000","43.61K","0.00%"
"22/10/2024","15,200","15,100","15,200","15,100","100.90K","0.66%"
"21/10/2024","15,100","15,300","15,300","15,000","17.02K","-0.66%"
"18/10/2024","15,200","15,100","15,200","15,100","37.21K","-0.65%"
"17/10/2024","15,300","15,200","15,300","15,000","25.32K","0.66%"
"16/10/2024","15,200","15,200","15,200","15,100","10.75K","0.00%"
"15/10/2024","15,200","15,300","15,300","15,000","45.00K","-0.65%"
"14/10/2024","15,300","15,300","15,400","15,200","67.71K","1.32%"
"11/10/2024","15,100","15,300","15,300","15,100","22.71K","-0.66%"
"10/10/2024","15,200","15,400","15,400","15,200","21.70K","0.00%"
"09/10/2024","15,200","15,200","15,400","15,100","35.70K","0.00%"
"08/10/2024","15,200","15,100","15,200","15,000","44.14K","1.33%"
"07/10/2024","15,000","14,800","15,200","14,800","64.10K","-0.66%"
"04/10/2024","15,100","15,200","15,200","15,000","96.40K","-0.66%"
"03/10/2024","15,200","15,300","15,300","15,200","87.63K","-0.65%"
"02/10/2024","15,300","15,300","15,400","15,200","45.40K","0.00%"
"01/10/2024","15,300","15,300","15,400","15,200","87.10K","0.00%"
"30/09/2024","15,300","15,400","15,400","15,200","105.31K","0.00%"
"27/09/2024","15,300","15,700","15,700","15,200","64.44K","-0.65%"
"26/09/2024","15,400","15,600","15,600","15,400","80.00K","-0.65%"
"25/09/2024","15,500","15,300","15,700","15,100","366.30K","1.31%"
"24/09/2024","15,300","15,300","15,300","15,100","115.30K","0.00%"
"23/09/2024","15,300","15,500","15,500","15,200","59.07K","-0.65%"
"20/09/2024","15,400","15,600","15,600","15,400","54.30K","0.00%"
"19/09/2024","15,400","15,400","15,500","15,300","52.00K","0.65%"
"18/09/2024","15,300","15,600","15,600","15,300","96.50K","-1.92%"
"17/09/2024","15,600","15,500","15,700","15,300","30.91K","1.30%"
"16/09/2024","15,400","15,700","15,700","15,300","66.22K","-1.28%"
"13/09/2024","15,600","15,700","15,700","15,600","41.80K","-0.64%"
"12/09/2024","15,700","15,800","15,800","15,600","33.20K","0.64%"
"11/09/2024","15,600","15,500","15,800","15,400","79.40K","1.30%"
"10/09/2024","15,400","15,600","15,700","15,300","70.60K","-0.65%"
"09/09/2024","15,500","15,600","15,700","15,500","87.51K","-0.64%"
"06/09/2024","15,600","15,800","15,800","15,400","96.30K","-1.89%"
"05/09/2024","15,900","16,000","16,000","15,600","84.75K","0.63%"
"04/09/2024","15,800","16,200","16,200","15,800","74.50K","-1.86%"
"30/08/2024","16,100","16,100","16,100","15,900","34.61K","0.63%"
"29/08/2024","16,000","16,000","16,200","16,000","41.73K","-1.84%"
"28/08/2024","16,300","15,900","16,300","15,700","153.12K","3.16%"
"27/08/2024","15,800","16,000","16,000","15,600","72.09K","0.00%"
"26/08/2024","15,800","16,000","16,100","15,800","84.93K","-0.63%"
"23/08/2024","15,900","16,100","16,200","15,800","94.83K","-1.24%"
"22/08/2024","16,100","16,200","16,200","15,900","85.44K","0.00%"
"21/08/2024","16,100","16,300","16,400","14,400","121.21K","-1.83%"
"20/08/2024","16,400","16,400","16,500","16,300","116.74K","0.00%"
"19/08/2024","16,400","16,400","16,700","16,300","112.17K","0.00%"
"16/08/2024","16,400","16,000","16,400","15,900","213.23K","3.14%"
"15/08/2024","15,900","16,400","16,400","15,800","144.05K","-3.05%"
"14/08/2024","16,400","16,800","17,000","16,100","215.99K","-1.20%"
"13/08/2024","16,600","15,800","17,500","15,800","717.65K","5.73%"
"12/08/2024","15,700","15,600","15,800","15,400","128.09K","0.64%"
"09/08/2024","15,600","15,500","15,800","15,300","101.24K","2.63%"
"08/08/2024","15,200","15,100","15,400","15,100","116.10K","1.33%"
"07/08/2024","15,000","15,200","15,400","14,800","162.23K","-0.66%"
"06/08/2024","15,100","14,600","15,100","14,600","311.50K","2.72%"
"05/08/2024","14,700","15,200","15,400","14,500","417.05K","-4.55%"
"02/08/2024","15,400","14,900","15,500","14,900","303.20K","1.99%"
"01/08/2024","15,100","15,800","15,800","14,800","629.92K","-4.43%"
"31/07/2024","15,800","15,800","16,000","15,500","290.43K","-0.63%"
"30/07/2024","15,900","16,000","16,000","15,500","147.88K","-0.63%"
"29/07/2024","16,000","16,000","16,300","15,800","182.20K","-0.62%"
"26/07/2024","16,100","15,500","16,100","15,400","229.26K","4.55%"
"25/07/2024","15,400","15,400","15,600","15,200","136.81K","-1.28%"
"24/07/2024","15,600","15,700","15,700","15,000","401.65K","0.00%"
"23/07/2024","15,600","16,000","16,000","15,400","249.22K","-3.70%"
"22/07/2024","16,200","16,500","16,500","15,500","578.25K","-1.82%"
"19/07/2024","16,500","16,500","16,700","16,200","280.20K","-1.79%"
"18/07/2024","16,800","17,100","17,100","16,200","555.90K","0.00%"
"17/07/2024","16,800","17,500","17,700","16,500","656.70K","-4.00%"
"16/07/2024","17,500","17,500","17,600","17,200","333.76K","0.00%"
"15/07/2024","17,500","17,500","17,500","16,900","334.07K","0.00%"
"12/07/2024","17,500","17,900","17,900","17,300","230.12K","-0.57%"
"11/07/2024","17,600","18,300","18,400","17,600","380.50K","-0.56%"
"10/07/2024","17,700","17,508","17,796","17,411","567.50K","1.66%"
"09/07/2024","17,411","17,219","17,604","17,123","421.96K","0.56%"
"08/07/2024","17,315","17,508","17,700","17,123","326.05K","1.12%"
"05/07/2024","17,123","17,315","17,700","17,027","417.82K","0.00%"
"04/07/2024","17,123","16,353","17,315","16,257","531.98K","5.33%"
"03/07/2024","16,257","16,353","16,834","15,969","430.19K","-1.17%"
"02/07/2024","16,450","16,353","16,450","16,065","263.59K","1.18%"
"01/07/2024","16,257","16,930","16,930","15,584","1.00M","-3.98%"
"28/06/2024","16,930","17,315","17,508","16,642","493.35K","-2.22%"
"27/06/2024","17,315","17,604","17,892","17,219","463.45K","-1.10%"
"26/06/2024","17,508","17,315","17,604","17,027","472.80K","1.68%"
"25/06/2024","17,219","18,277","18,277","16,834","1.13M","-5.79%"
"24/06/2024","18,277","18,470","19,143","17,892","1.04M","-1.04%"
"21/06/2024","18,470","17,796","18,662","17,796","989.85K","3.23%"
"20/06/2024","17,892","17,411","18,566","17,219","985.67K","2.76%"
"19/06/2024","17,411","17,892","17,892","15,007","618.02K","-2.16%"
"18/06/2024","17,796","17,027","18,085","17,027","949.17K","4.52%"
"17/06/2024","17,027","17,123","17,123","16,834","567.04K","0.57%"
"14/06/2024","16,930","17,796","17,796","16,834","619.01K","-4.35%"
"13/06/2024","17,700","17,123","18,662","17,123","900.58K","2.79%"
"12/06/2024","17,219","17,315","17,411","16,642","845.59K","-0.56%"
"11/06/2024","17,315","17,796","17,892","17,027","1.32M","-2.70%"
"10/06/2024","17,796","16,834","18,277","16,834","1.21M","5.71%"
"07/06/2024","16,834","14,718","16,834","14,718","1.70M","14.38%"
"06/06/2024","14,718","14,910","14,910","14,622","260.13K","-1.29%"
"05/06/2024","14,910","14,814","15,103","14,814","246.65K","0.65%"
"04/06/2024","14,814","14,718","14,910","14,718","415.12K","0.00%"
"03/06/2024","14,814","14,910","15,007","14,718","248.77K","0.00%"
"31/05/2024","14,814","14,622","15,103","14,622","350.67K","0.65%"
"30/05/2024","14,718","14,429","14,814","14,429","465.50K","2.00%"
"29/05/2024","14,429","14,718","14,814","14,333","610.20K","-0.66%"
"28/05/2024","14,526","14,526","14,814","14,429","317.30K","-0.66%"
"27/05/2024","14,622","14,333","14,910","14,333","752.71K","2.70%"
"24/05/2024","14,237","13,852","14,718","13,564","1.15M","4.23%"
"23/05/2024","13,660","13,467","13,660","13,179","352.00K","2.90%"
"22/05/2024","13,275","13,275","13,467","13,275","290.44K","-0.72%"
"21/05/2024","13,371","13,467","13,467","13,179","129.80K","0.00%"
"20/05/2024","13,371","13,467","13,660","13,371","81.55K","0.72%"
"17/05/2024","13,275","13,275","14,141","13,179","665.10K","0.73%"
"16/05/2024","13,179","13,275","13,275","13,083","132.80K","0.00%"
"15/05/2024","13,179","13,371","13,371","13,083","214.40K","0.00%"
"14/05/2024","13,179","13,275","13,275","13,083","19.91K","-0.72%"
"13/05/2024","13,275","13,371","13,371","13,179","36.29K","-0.72%"
"10/05/2024","13,371","13,371","13,371","13,179","38.11K","0.00%"
"09/05/2024","13,371","13,371","13,371","13,275","6.10K","0.00%"
"08/05/2024","13,371","13,179","13,371","13,179","72.51K","0.72%"
"07/05/2024","13,275","13,179","13,275","13,083","27.41K","0.73%"
"06/05/2024","13,179","13,083","13,275","13,083","54.80K","0.74%"
"03/05/2024","13,083","12,986","13,179","12,986","37.10K","0.74%"
"02/05/2024","12,986","12,890","13,083","12,890","33.60K","0.75%"
"26/04/2024","12,890","12,986","13,083","12,890","23.21K","-0.74%"
"25/04/2024","12,986","12,890","13,083","12,890","80.60K","0.75%"
"24/04/2024","12,890","12,986","13,179","12,890","32.71K","0.00%"
"23/04/2024","12,890","12,986","12,986","12,698","30.50K","-1.47%"
"22/04/2024","13,083","12,698","13,083","12,698","33.71K","1.49%"
"19/04/2024","12,890","13,083","13,083","12,602","187.30K","-1.47%"
"17/04/2024","13,083","13,179","13,275","13,083","15.20K","0.00%"
"16/04/2024","13,083","13,371","13,371","12,986","190.61K","-2.86%"
"15/04/2024","13,467","13,756","13,852","13,275","240.20K","-2.10%"
"12/04/2024","13,756","13,756","13,852","13,660","66.10K","-0.69%"
"11/04/2024","13,852","13,852","13,852","13,660","28.70K","-0.69%"
"10/04/2024","13,948","13,756","13,948","13,564","87.62K","0.69%"
"09/04/2024","13,852","13,756","13,852","13,660","49.34K","0.00%"
"08/04/2024","13,852","13,852","13,948","13,756","57.91K","0.00%"
"05/04/2024","13,852","13,852","13,948","13,756","123.28K","0.00%"
"04/04/2024","13,852","13,948","13,948","13,852","55.90K","-0.69%"
"03/04/2024","13,948","13,852","14,045","13,852","83.40K","0.69%"
"02/04/2024","13,852","14,045","14,141","13,756","115.40K","-0.69%"
"01/04/2024","13,948","13,948","14,045","13,852","110.26K","0.00%"
"29/03/2024","13,948","14,045","14,045","13,948","80.00K","0.00%"
"28/03/2024","13,948","14,045","14,045","13,948","63.70K","-0.68%"
"27/03/2024","14,045","14,045","14,141","13,948","59.71K","0.00%"
"26/03/2024","14,045","13,948","14,141","13,948","110.87K","0.00%"
"25/03/2024","14,045","14,237","14,237","13,948","43.61K","-1.35%"
"22/03/2024","14,237","14,045","14,526","14,045","214.40K","1.37%"
"21/03/2024","14,045","13,948","14,045","13,852","75.60K","0.69%"
"20/03/2024","13,948","13,852","13,948","13,852","38.80K","0.69%"
"19/03/2024","13,852","13,852","13,948","13,756","55.00K","0.00%"
"18/03/2024","13,852","13,948","14,237","13,660","225.22K","-0.69%"
"15/03/2024","13,948","13,948","14,045","13,852","130.11K","0.00%"
"14/03/2024","13,948","14,045","14,141","13,948","73.05K","-1.36%"
"13/03/2024","14,141","13,948","14,237","13,948","57.05K","1.38%"
"12/03/2024","13,948","13,948","14,045","13,852","82.00K","0.00%"
"11/03/2024","13,948","14,141","14,141","13,852","112.40K","-1.36%"
"08/03/2024","14,141","14,333","14,333","14,141","65.91K","-2.00%"
"07/03/2024","14,429","14,526","14,622","14,333","117.60K","-0.66%"
"06/03/2024","14,526","14,429","15,007","14,141","449.82K","0.67%"
"05/03/2024","14,429","14,141","14,429","14,141","305.86K","2.04%"
"04/03/2024","14,141","14,141","14,237","13,948","146.50K","0.68%"
"01/03/2024","14,045","14,045","14,141","13,948","25.60K","0.00%"
"29/02/2024","14,045","14,045","14,237","13,948","52.60K","0.00%"
"28/02/2024","14,045","14,045","14,045","13,948","59.80K","0.69%"
"27/02/2024","13,948","13,948","13,948","13,852","67.50K","0.00%"
"26/02/2024","13,948","13,948","13,948","13,852","52.40K","0.69%"
"23/02/2024","13,852","14,141","14,237","13,852","97.20K","-2.04%"
"22/02/2024","14,141","14,045","14,237","14,045","70.41K","0.68%"
"21/02/2024","14,045","14,141","14,141","14,045","26.60K","-0.68%"
"20/02/2024","14,141","14,237","14,237","14,045","27.82K","0.00%"
"19/02/2024","14,141","14,237","14,333","14,045","55.42K","0.00%"
"16/02/2024","14,141","14,045","14,429","14,045","89.77K","1.38%"
"15/02/2024","13,948","13,948","14,237","13,756","64.01K","0.00%"
"07/02/2024","13,948","14,333","14,429","13,852","45.04K","0.00%"
"06/02/2024","13,948","14,045","14,141","13,948","61.10K","-1.36%"
"05/02/2024","14,141","14,141","14,237","14,045","46.60K","0.68%"
"02/02/2024","14,045","14,141","14,237","14,045","19.60K","0.00%"
"01/02/2024","14,045","13,756","14,141","13,660","161.90K","2.82%"
"31/01/2024","13,660","13,852","13,852","13,660","31.10K","-0.70%"
"30/01/2024","13,756","13,660","13,852","13,660","23.30K","0.70%"
"29/01/2024","13,660","13,660","13,756","13,564","31.40K","-0.70%"
"26/01/2024","13,756","13,564","13,756","13,467","27.33K","0.70%"
"25/01/2024","13,660","13,564","13,660","13,564","22.10K","0.00%"
"24/01/2024","13,660","13,564","13,756","13,564","14.00K","0.00%"
"23/01/2024","13,660","13,756","13,852","13,564","56.40K","-0.70%"
"22/01/2024","13,756","13,852","13,852","13,660","42.81K","-0.69%"
"19/01/2024","13,852","13,948","13,948","13,660","41.51K","0.00%"
"18/01/2024","13,852","13,756","13,852","13,756","29.00K","-0.69%"
"17/01/2024","13,948","14,141","14,141","13,948","30.82K","-1.36%"
"16/01/2024","14,141","14,429","15,103","13,948","73.40K","0.00%"
"15/01/2024","14,141","13,660","15,295","13,660","198.45K","5.00%"
"12/01/2024","13,467","13,660","13,660","13,179","57.50K","0.00%"
"11/01/2024","13,467","13,660","13,660","13,467","47.60K","-0.71%"
"10/01/2024","13,564","13,467","13,564","13,467","42.41K","0.71%"
"09/01/2024","13,467","13,467","13,467","13,371","26.90K","0.00%"
"08/01/2024","13,467","13,467","13,564","13,371","45.79K","-0.71%"
"05/01/2024","13,564","13,564","13,564","13,371","62.30K","0.71%"
"04/01/2024","13,467","13,660","13,660","13,467","56.30K","-2.10%"
"03/01/2024","13,756","13,564","13,756","13,564","31.70K","1.42%"
"02/01/2024","13,564","13,467","13,564","13,467","28.30K","0.71%"
"29/12/2023","13,467","13,467","13,467","13,467","40.50K","0.00%"
"28/12/2023","13,467","13,467","13,467","13,467","19.90K","0.00%"
"27/12/2023","13,467","13,467","13,467","13,467","35.40K","0.72%"
"26/12/2023","13,371","13,371","13,467","13,371","10.30K","0.00%"
"25/12/2023","13,371","13,371","13,371","13,275","36.10K","0.00%"
"22/12/2023","13,371","13,371","13,371","13,371","16.60K","0.00%"
"21/12/2023","13,371","13,275","13,467","13,179","6.70K","0.00%"
"20/12/2023","13,371","13,275","13,371","13,083","46.50K","0.72%"
"19/12/2023","13,275","13,179","13,275","13,083","32.80K","0.00%"
"18/12/2023","13,275","13,275","13,275","13,179","46.50K","0.00%"
"15/12/2023","13,275","13,275","13,371","13,179","52.00K","0.00%"
"14/12/2023","13,275","13,467","13,467","13,275","48.90K","-0.72%"
"13/12/2023","13,371","13,564","13,564","13,275","74.30K","-1.42%"
"12/12/2023","13,564","13,564","13,660","13,467","40.50K","0.71%"
"11/12/2023","13,467","13,564","13,660","13,467","12.90K","-0.71%"
"08/12/2023","13,564","13,756","13,756","13,467","6.30K","0.00%"
"07/12/2023","13,564","13,660","13,756","13,371","54.60K","-0.70%"
"06/12/2023","13,660","13,467","13,660","13,467","65.40K","2.16%"
"05/12/2023","13,371","13,564","13,564","13,371","34.50K","-1.42%"
"04/12/2023","13,564","13,467","13,564","13,275","52.70K","2.17%"
"01/12/2023","13,275","13,179","13,371","13,083","21.10K","0.00%"
"30/11/2023","13,275","13,467","13,564","13,275","29.14K","0.00%"
"29/11/2023","13,275","13,179","13,275","13,083","111.60K","0.00%"
"28/11/2023","13,275","13,275","13,275","13,179","82.50K","0.00%"
"27/11/2023","13,275","13,275","13,371","13,179","90.61K","-0.72%"
"24/11/2023","13,371","13,371","13,371","13,083","74.60K","0.00%"
"23/11/2023","13,371","13,660","13,660","13,371","59.91K","-1.42%"
"22/11/2023","13,564","13,660","13,660","13,467","16.10K","0.71%"
"21/11/2023","13,467","13,660","13,660","13,467","45.80K","-0.71%"
"20/11/2023","13,564","13,371","13,660","13,371","74.90K","0.00%"
"17/11/2023","13,564","13,564","13,756","13,371","70.10K","0.00%"
"16/11/2023","13,564","13,564","13,660","13,467","57.60K","0.00%"
"15/11/2023","13,564","13,564","13,660","13,467","45.80K","0.71%"
"14/11/2023","13,467","13,275","13,564","13,275","41.00K","0.72%"
"13/11/2023","13,371","13,371","13,467","13,275","63.50K","0.00%"
"10/11/2023","13,371","13,756","13,756","13,371","37.50K","-0.71%"
"09/11/2023","13,467","13,660","13,756","13,467","70.60K","-0.71%"
"08/11/2023","13,564","13,371","13,660","13,275","54.20K","1.44%"
"07/11/2023","13,371","13,467","13,467","13,275","13.50K","-0.71%"
"06/11/2023","13,467","13,660","13,756","13,275","9.50K","0.72%"
"03/11/2023","13,371","13,371","13,564","13,371","25.42K","0.00%"
"02/11/2023","13,371","13,371","13,467","12,890","54.80K","2.21%"
"01/11/2023","13,083","13,083","13,179","12,794","53.72K","2.26%"
"31/10/2023","12,794","12,890","13,179","12,794","18.40K","-2.21%"
"30/10/2023","13,083","13,179","13,275","13,083","46.53K","2.26%"
"27/10/2023","12,794","13,179","13,371","12,794","32.91K","-2.21%"
"26/10/2023","13,083","13,660","13,660","12,890","166.51K","-4.90%"
"25/10/2023","13,756","13,660","13,852","13,660","24.70K","0.70%"
"24/10/2023","13,660","13,660","13,660","13,467","28.10K","1.43%"
"23/10/2023","13,467","13,467","13,564","13,371","37.20K","0.00%"
"20/10/2023","13,467","13,467","13,467","13,179","65.20K","0.72%"
"19/10/2023","13,371","13,564","13,564","13,371","151.10K","-0.71%"
"18/10/2023","13,467","13,852","13,852","13,275","179.20K","-1.41%"
"17/10/2023","13,660","13,948","14,141","13,660","114.84K","-2.07%"
"16/10/2023","13,948","13,756","14,045","13,756","99.12K","0.69%"
"13/10/2023","13,852","13,852","13,852","13,756","17.65K","0.70%"
"12/10/2023","13,756","13,948","14,045","13,756","142.50K","-1.38%"
"11/10/2023","13,948","14,045","14,045","13,756","55.54K","-0.68%"
"10/10/2023","14,045","13,852","14,141","13,756","44.00K","1.39%"
"09/10/2023","13,852","13,756","13,852","13,660","8.44K","1.41%"
"06/10/2023","13,660","13,564","13,660","13,371","42.94K","1.43%"
"05/10/2023","13,467","13,852","13,852","13,371","122.91K","-2.10%"
"04/10/2023","13,756","13,852","13,948","13,660","33.65K","0.00%"
"03/10/2023","13,756","13,948","14,045","13,564","55.00K","-1.38%"
"02/10/2023","13,948","14,141","14,333","13,948","42.50K","0.00%"
"29/09/2023","13,948","13,852","14,333","13,852","48.20K","2.11%"
"28/09/2023","13,660","13,756","13,948","13,660","18.90K","-2.07%"
"27/09/2023","13,948","13,948","14,045","13,467","92.35K","0.69%"
"26/09/2023","13,852","13,948","14,237","13,852","84.80K","-0.69%"
"25/09/2023","13,948","14,333","14,429","13,852","129.70K","-2.68%"
"22/09/2023","14,333","14,622","14,622","14,141","157.20K","-1.97%"
"21/09/2023","14,622","14,910","15,103","14,622","95.80K","-2.56%"
"20/09/2023","15,007","14,910","15,295","14,814","65.80K","-0.64%"
"19/09/2023","15,103","15,103","15,103","14,718","84.11K","0.00%"
"18/09/2023","15,103","15,199","15,295","15,007","89.70K","0.00%"
"15/09/2023","15,103","15,776","15,776","15,007","203.58K","-3.68%"
"14/09/2023","15,680","16,161","16,257","15,488","133.63K","-2.98%"
"13/09/2023","16,161","14,910","16,834","14,910","1.03M","8.39%"
"12/09/2023","14,910","14,814","15,007","14,718","27.20K","1.31%"
"11/09/2023","14,718","15,007","15,103","14,718","77.57K","-1.92%"
"08/09/2023","15,007","15,007","15,199","14,814","104.68K","1.30%"
"07/09/2023","14,814","14,718","15,199","14,622","330.80K","1.32%"
"06/09/2023","14,622","14,429","14,718","14,333","152.22K","1.33%"
"05/09/2023","14,429","14,429","14,429","14,141","90.27K","0.00%"
"31/08/2023","14,429","14,333","14,429","14,141","70.06K","1.35%"
"30/08/2023","14,237","14,333","14,429","14,237","32.20K","-1.33%"
"29/08/2023","14,429","14,526","14,526","14,237","75.80K","-0.66%"
"28/08/2023","14,526","14,045","14,526","14,045","144.50K","3.42%"
"25/08/2023","14,045","14,045","14,141","13,948","48.17K","0.00%"
"24/08/2023","14,045","13,948","14,141","13,852","77.30K","1.39%"
